"","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationIdentifier","MonitoringLocationName","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName","timeZoneStart","timeZoneEnd","ActivityStartDateTime","ActivityEndDateTime","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","MethodSpecificationName","ProjectDescriptionText","SamplingDesignTypeCode","QAPPApprovedIndicator","QAPPApprovalAgencyName","ProjectFileUrl","ProjectMonitoringLocationWeightingUrl","Removed","tab","TADA.ResultValueAboveUpperThreshold.Flag","TADA.ResultValueBelowLowerThreshold.Flag","TADA.LatitudeMeasure","TADA.LongitudeMeasure","TADA.InvalidCoordinates.Flag","TADA.QAPPDocAvailable","TADA.ActivityMediaName","TADA.CharacteristicName","TADA.AggregatedContinuousData.Flag","TADA.ResultMeasureValue","TADA.ResultMeasureValueDataTypes.Flag","TADA.ResultMeasure.MeasureUnitCode","TADA.ResultUnit.Flag","TADA.MethodSpecificationName","TADA.AnalyticalMethod.Flag","TADA.MethodSpeciation.Flag","TADA.ResultSampleFractionText","TADA.SampleFraction.Flag","TADA.DetectionQuantitationLimitMeasure.MeasureValue","TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode","TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag","TADA.ActivityDepthHeightMeasure.MeasureValue","TADA.ActivityDepthHeightMeasure.MeasureUnitCode","TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityTopDepthHeightMeasure.MeasureValue","TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode","TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityBottomDepthHeightMeasure.MeasureValue","TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode","TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.CensoredData.Flag"
"12","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWSTR210915-4936420-0915-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-09-15,"10:23:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-4936420","STRAWBERRY RES BRYANTS FK T-2",NA,NA,NA,NA,"40.1666200000","-111.1673900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930244824","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-09-24,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWSTR210915-4936420-0915-2-C/results/930244824/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:46.0","STORET",7,NA,2021-09-15 17:23:00,NA,"Lake",NA,"14060004",NA,NA,NA,NA,"40.1666200000","-111.1673900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.16662,-111.16739,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"13","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWRF201104-5937650-1104-2-C","Sample-Integrated Vertical Profile","Water",NA,2020-11-04,"14:19:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","CUWCD","UTAHDWQ_WQX-5937650","RED FLEET RES AB DAM 01",NA,NA,NA,NA,"40.5752400000","-109.4226400000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911743301","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2020-11-16,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWRF201104-5937650-1104-2-C/results/911743301/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2021-09-08 10:47:43.0","STORET",7,NA,2020-11-04 21:19:00,NA,"Lake",NA,"14060002",NA,NA,NA,NA,"40.5752400000","-109.4226400000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","047",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.57524,-109.42264,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"14","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWSR210909-4936050-0909-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-09-09,"10:15:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-4936050","STARVATION RES AB DAM 01",NA,NA,NA,NA,"40.1921800000","-110.4430700000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930244514","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-09-21,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWSR210909-4936050-0909-2-C/results/930244514/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:43.0","STORET",7,NA,2021-09-09 17:15:00,NA,"Lake",NA,"14060004",NA,NA,NA,NA,"40.1921800000","-110.4430700000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.19218,-110.44307,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"15","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWJPRESDC210520-5913220-0520-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-05-20,"11:06:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-5913220","DEER CREEK RES AB DAM 01",NA,NA,NA,NA,"40.4091200000","-111.5235200000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930241476","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-06-01,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWJPRESDC210520-5913220-0520-2-C/results/930241476/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:14.0","STORET",7,NA,2021-05-20 18:06:00,NA,"Lake",NA,"16020203",NA,NA,NA,NA,"40.4091200000","-111.5235200000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.40912,-111.52352,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"16","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWJPRESDC220512-5913220-0512-2-C","Sample-Integrated Vertical Profile","Water",NA,2022-05-12,"08:11:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-5913220","DEER CREEK RES AB DAM 01",NA,NA,NA,NA,"40.4091200000","-111.5235200000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-966358588","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2022-05-18,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWJPRESDC220512-5913220-0512-2-C/results/966358588/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2023-01-31 19:56:54.0","STORET",7,NA,2022-05-12 15:11:00,NA,"Lake",NA,"16020203",NA,NA,NA,NA,"40.4091200000","-111.5235200000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.40912,-111.52352,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"17","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWJPRESJR201027-5914040-1027-2-C","Sample-Integrated Vertical Profile","Water",NA,2020-10-27,"11:35:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","CUWCD","UTAHDWQ_WQX-5914040","JORDANELLE RES PROVO ARM 04",NA,NA,NA,NA,"40.6030100000","-111.3851800000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911742557","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2020-11-09,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWJPRESJR201027-5914040-1027-2-C/results/911742557/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2021-09-08 10:47:36.0","STORET",7,NA,2020-10-27 18:35:00,NA,"Lake",NA,"16020203",NA,NA,NA,NA,"40.6030100000","-111.3851800000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.60301,-111.38518,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"18","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWRF210602-5937650-0602-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-06-02,"12:29:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-5937650","RED FLEET RES AB DAM 01",NA,NA,NA,NA,"40.5752400000","-109.4226400000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930242371","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-06-15,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWRF210602-5937650-0602-2-C/results/930242371/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:22.0","STORET",7,NA,2021-06-02 19:29:00,NA,"Lake",NA,"14060002",NA,NA,NA,NA,"40.5752400000","-109.4226400000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","047",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.57524,-109.42264,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"19","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWSR210713-4936050-0713-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-07-13,"09:18:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-4936050","STARVATION RES AB DAM 01",NA,NA,NA,NA,"40.1921800000","-110.4430700000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930243135","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-07-23,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWSR210713-4936050-0713-2-C/results/930243135/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:30.0","STORET",7,NA,2021-07-13 16:18:00,NA,"Lake",NA,"14060004",NA,NA,NA,NA,"40.1921800000","-110.4430700000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.19218,-110.44307,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"20","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-IDEQBL210726-4900754-0726-2-C","Quality Control Sample-Equipment Blank","Water",NA,2021-07-26,"16:15:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Other","UTAHDWQ_WQX-4900754","EQUIPMENT BLANK-BEAR LAKE AND TRIBUTAIRES LAKE BLANK",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933784901","Not Detected","as N","Nitrogen","Total",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-08-10,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-IDEQBL210726-4900754-0726-2-C/results/933784901/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:15:09.0","STORET",7,NA,2021-07-26 23:15:00,NA,"Lake","Equipment Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"21","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWJPRESJR220720-5914030-0720-2-C","Sample-Integrated Vertical Profile","Water",NA,2022-07-20,"11:32:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-5914030","JORDANELLE RES NORTH ARM 03",NA,NA,NA,NA,"40.6196800000","-111.4107400000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-966360169","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2022-08-04,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWJPRESJR220720-5914030-0720-2-C/results/966360169/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2023-01-31 19:57:46.0","STORET",7,NA,2022-07-20 18:32:00,NA,"Lake",NA,"16020203",NA,NA,NA,NA,"40.6196800000","-111.4107400000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.61968,-111.41074,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
"22","4500-NORG D","APHA","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-CUWSTR210511-4936420-0511-2-C","Sample-Integrated Vertical Profile","Water",NA,2021-05-11,"10:24:00","MST",NA,NA,NA,"Surface",NA,NA,NA,0,"m",2,"m","306","Cooperative Monitoring","Central Utah Water Conservancy District","UTAHDWQ_WQX-4936420","STRAWBERRY RES BRYANTS FK T-2",NA,NA,NA,NA,"40.1666200000","-111.1673900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-930241442","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500 NORG D ~ Block Digestion and Flow Injection Analysis",NA,NA,"Chem-Tech Ford",2021-05-20,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-CUWSTR210511-4936420-0511-2-C/results/930241442/resdetectqntlmts","Lower Reporting Limit",1,"mg/L",NA,"2022-02-17 10:31:14.0","STORET",7,NA,2021-05-11 17:24:00,NA,"Lake",NA,"14060004",NA,NA,NA,NA,"40.1666200000","-111.1673900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.16662,-111.16739,"OK","N","WATER","NITROGEN","Unknown",1,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",1,"MG/L","Numeric",NA,NA,"ND or NA",0,"ft","Numeric",6.56168,"ft","Numeric","Non-Detect"
